id,name,artist_id,artists,artist_genre,album_type,album_id,album_name,album_release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1yKQBy7olMIqRpziyAzf8c,working class hero - remastered 2010,4x1nvY2FN8jxqAFA0DA02H,john lennon,"beatlesque,classic rock,mellow gold,rock",album,0DFYbYCcHCEJPcN1hODG6K,plastic ono band,1970,227933,55,0.484,0.165,7,-18.568,1,0.0498,0.728,1.19E-6,0.115,0.193,159.174,3.0
1z66rtsjBpgHqAuw74tr9E,creep - acoustic version,2qNk1jkjPrStQcPrQ6Rvy0,space eyes,"",single,0dU25I2oysDRixuWGQL27v,creep,2022,161831,32,0.465,0.227,0,-13.063,1,0.0297,0.917,0.0,0.123,0.04,84.853,4.0
1zGk1kgAxCpg6PHjGuLe4J,pinball wizard,67ea9eGLXYMsO2eYQRui3w,the who,"album rock,art rock,blues rock,british invasion,classic rock,hard rock,mellow gold,psychedelic rock,rock",album,5V71sHQYacjPbHlLsLmk7i,tommy (remastered 2013 super deluxe edition),1969,180943,66,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,4.0
1zJpJ3HPRtAYYNLWm5BJEf,if i ain’t got you - james bay spotify session 2015 'alicia keys cover',4EzkuveR9pLvDVFNx6foYD,james bay,"neo mellow,pop,pop rock",single,2DSUg9hHXIb9KBvOWXQvNf,james bay spotify session 2015,2015,261120,61,0.652,0.18,5,-9.735,0,0.111,0.743,4.04E-6,0.71,0.328,115.218,3.0
20EK45hc4aTk6mj5rKNqdX,vera,0syIRg9MPSpJIC0QCPUaHB,beta radio,"acoustic pop,deep new americana,indie folk,indiecoustica,modern indie folk,new americana,stomp and flutter,stomp and holler",album,22ydepp9MkmGOVOG89v9DU,colony of bees,2014,78040,34,0.358,0.195,5,-20.643,1,0.058,0.926,0.908,0.116,0.171,166.308,4.0
20heIyehLUIpvvuLnELW84,near not far,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,6Yw1jnOGn5RDiU2fIc4tjx,near not far,2019,163770,25,0.599,0.437,8,-16.877,0,0.0376,0.857,0.907,0.0882,0.142,122.032,4.0
20uBdCmVtlUuYsvxysoito,little lion man,3gd8FJtBJtkRxdfbTu19U2,mumford & sons,"modern folk rock,stomp and holler,uk americana",album,1c2Ee269Rj9w8wn8s3qQu9,sigh no more,2009,247000,68,0.525,0.503,5,-7.974,1,0.0272,0.0211,2.47E-5,0.091,0.453,138.856,4.0
22IwVzhx2PnihV9zLkzPxk,hey jude (feat. kina grannis),"470WlqN9HSRDGNaMufeHHF,7h4j9YTJJuAHzLCc3KCvYu","imaginary future,kina grannis","folk-pop,indiecoustica,neo mellow,viral pop",single,3X18KtOFTJO0zOWVXddfAh,hey jude (feat. kina grannis),2017,217347,39,0.522,0.102,4,-16.607,1,0.0394,0.945,3.27E-6,0.108,0.337,146.505,4.0
23CGl8LfaUfOOxP4b4mGas,above the clouds of pompeii,0nJaMZM8paoA5HEUTUXPqi,bear's den,"folk-pop,indie folk,indie rock,neo mellow,stomp and flutter,stomp and holler,uk americana",album,17GC0y8Pi3RQflQtDD5LK0,islands,2014,279458,45,0.569,0.333,4,-14.451,1,0.0318,0.83,5.96E-4,0.121,0.158,100.818,4.0
23MKXkZ74ZlzdXwlrGYKDq,when it's over,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,1mOnrHuLmsN4ZgYBVPws6N,when it's over,2020,158286,26,0.781,0.215,6,-16.149,1,0.0585,0.962,0.911,0.145,0.074,105.058,4.0
23a8BjeeyM9Q7z6co5bEfp,never even,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,0TwM0IdmBKuKQGKqJAtpjo,never even,2019,113898,25,0.464,0.289,7,-13.715,1,0.0376,0.84,0.918,0.115,0.0932,89.319,4.0
23uE4wTCYfGkG4hQSaPBMV,"touch, peel and stand",07jc1IMGtecDZzOL9cP50t,days of the new,"alternative metal,alternative rock,grunge,nu metal,pop rock,post-grunge,rock",album,4jMvOGmPkg1LoUwAENluAH,the definitive collection,2008,297813,61,0.568,0.622,11,-8.15,1,0.03,0.0617,2.55E-6,0.301,0.835,81.935,4.0
242TWpROSeBlVaG0hMGZcp,lonesome fighter,"3CBHXhdUqx63xJe4C4vzNg,3RxsPf71inCU5DEUUikZJO","andrew gialanella,andrew john gialanella","",single,5cR9upR8nST202L3YS1WfV,lonesome fighter,2019,200250,24,0.742,0.0345,8,-15.44,0,0.0982,0.967,0.933,0.103,0.101,79.821,4.0
24M81fKyhTWBuYzczQMkOp,one of these things first,5c3GLXai8YOMid29ZEuR9y,nick drake,"art rock,british folk,classic rock,folk,folk rock,melancholia,rock,roots rock,singer-songwriter",album,7w9Og10Tdkh3nqrVD1D5IW,bryter layter,1970,290733,57,0.607,0.378,4,-18.354,1,0.0363,0.831,0.399,0.0957,0.661,90.338,3.0
24UxG3p1Ghtc5ejJtGBoeL,can't help falling in love - piano version,7h4j9YTJJuAHzLCc3KCvYu,kina grannis,"acoustic pop,neo mellow,viral pop",single,3Zs42sIFyP0l6uFHGevpUY,can't help falling in love (piano version),2017,211625,50,0.271,0.0937,0,-15.035,1,0.0367,0.939,0.0,0.108,0.147,164.721,5.0
254HGk3wJX7S8YgGaB6zWK,green grove,6hqhZGNThHWF0vmysPbPAo,a.j. meadow,"",single,53RGo4pZgU1DslHViFKJ8N,green grove,2022,137538,39,0.908,0.101,6,-12.683,1,0.0679,0.981,0.903,0.102,0.161,129.99,4.0
25clc1eJ1cXlUqCk6K9BBL,leaving la habana,"5vmlpBR3GPFV5vYLSIZ7Tm,3hUFjtgMr2bvq6E6tY7yQB","jürg kindle,agustín amigó",instrumental acoustic guitar,single,4icca12AyQGQAqLzPTYs6E,leaving la habana,2022,218237,40,0.693,0.286,5,-15.228,1,0.0478,0.964,0.942,0.106,0.411,106.049,4.0
269OfNY9Je1QWaDnu31KKp,wild world,08F3Y3SctIlsOEmKd6dnH8,yusuf / cat stevens,"british folk,classic rock,folk,folk rock,mellow gold,rock,singer-songwriter,soft rock",album,6lmjLgTFMevnJVif0iwfDi,tea for the tillerman (deluxe edition),1970,200173,75,0.484,0.508,0,-9.308,1,0.0364,0.376,7.91E-4,0.0961,0.554,151.867,4.0
26PL8llJPzzTFNcHmfoVzc,presence,2PL4J2dLCPQfClzz1x7Z2j,inner trails,"",single,5yrS81KW0oKNkEUzRQSsZg,presence,2022,136250,30,0.838,0.17,7,-11.519,1,0.0646,0.901,0.866,0.113,0.441,132.025,1.0
277Q2UaF8FeL7WNWQgzdlk,place to be,5c3GLXai8YOMid29ZEuR9y,nick drake,"art rock,british folk,classic rock,folk,folk rock,melancholia,rock,roots rock,singer-songwriter",album,6LoD5uGEynY4eqstWDFKhg,pink moon,1972,161187,60,0.347,0.234,5,-16.237,1,0.0358,0.89,0.278,0.111,0.432,54.455,4.0
27tj1N2RsI9fSYtTEkgW71,chandelier,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,76Lq7NQwzB1nOB44HBLxVQ,chandelier,2022,180872,31,0.514,0.215,11,-10.65,1,0.0911,0.918,0.778,0.116,0.176,86.072,4.0
285CZhOnpXpk6alJdO7Zua,return,2PL4J2dLCPQfClzz1x7Z2j,inner trails,"",single,4JJy7H5fmRv2WTs2v3mI7k,return,2021,112000,25,0.698,0.304,6,-14.965,1,0.0716,0.941,0.933,0.111,0.627,83.03,1.0
28cnXtME493VX9NOw9cIUh,hurt,6kACVPfCOnqzgfEF5ryl0x,johnny cash,"arkansas country,outlaw country",album,2BlL4Gv2DLPu8p58Wcmlm9,american iv: the man comes around,2002,216533,72,0.534,0.392,9,-7.636,0,0.0267,0.649,2.27E-4,0.0948,0.163,90.379,4.0
29HaKOpeLSYvqdFyEQSRdj,teach your children,1CYsQCypByMVgnv17qsSbQ,"crosby, stills, nash & young","album rock,blues rock,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,roots rock,soft rock,supergroup",album,5bHkK1X4WEOzNvRhehvOcb,deja vu,1970,173467,62,0.497,0.285,2,-14.537,1,0.0264,0.643,1.69E-5,0.389,0.667,154.707,4.0
29Ns3avs48iQhNQgrHMEkm,"see you again, love me like you do, sugar - acoustic mashup",09kCHZp9iFO2FJNb9lR6G5,megan davies,"acoustic cover,viral pop",single,598yk60jws90rsCDHU4lkl,"see you again, love me like you do, sugar (acoustic mashup)",2015,231966,51,0.393,0.207,10,-11.865,1,0.0392,0.877,0.0,0.104,0.262,163.99,4.0
29TemKe7VNXfhOED9TVd3C,stay,"7CQwac16i1W5ej8YpuL3dv,3g8EFB4PbDVKOkwNy3wOLO","boyce avenue,mandy lee","acoustic cover,neo mellow,viral pop",album,1DpZ3jGqyRCTQ8Eoas1MP4,"cover sessions, vol. 3",2015,238400,41,0.39,0.313,8,-8.999,0,0.0358,0.771,0.0,0.13,0.122,112.241,4.0
2ASaiQWWIhao3cniyiwItc,you and i,"6AyATGg7mDgBlZ4N5uNog0,7LImGq5KnzQobZciDJpeJb","syml,charlotte lawrence",pop,album,6012ywIYPi6nTdh3mu18ht,the day my father died,2023,193133,52,0.725,0.273,5,-10.268,1,0.0273,0.908,1.05E-6,0.0924,0.421,99.924,4.0
2B5MVIV4kzaS4ehtL1UWFB,dayspring dew,5Ew1humnVO2uALMyV8OB1h,river foxcroft,swedish americana,single,6ZJOzTo1OgudWntdAVZLTN,dayspring dew,2020,174473,24,0.6,0.18,3,-13.79,1,0.0508,0.976,0.881,0.108,0.318,142.116,4.0
2BFXK5Cu5ur0QFk3iupHBy,rookiee,0TEaL7Y50jr7N3mjxqFGBK,annie omalley,"",single,3SXumFprnY7HNgc9Afi1Or,the koldest season,2023,191693,31,0.553,0.386,2,-8.71,1,0.035,0.753,0.0,0.0945,0.203,131.718,4.0
2BOqDYLOJBiMOXShCV1neZ,dancing on my own,6ydoSd3N2mwgwBHtF6K7eX,calum scott,"neo mellow,pop",album,6Vip5A5NmEazvKuxj6GLYf,only human (deluxe),2018,260285,78,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35E-5,0.0983,0.231,112.672,4.0
2BUjmnCpfW49n4Ok0qxpRl,surface,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,1rE0TaZKZkYNhGmIHgwnmR,surface,2020,163500,23,0.705,0.272,7,-15.539,1,0.0556,0.982,0.922,0.113,0.181,80.046,4.0
2Bsvsw27o7SjEpsatv37EG,sophie,5Ae5MzG7JJlSFIa7yQeXmI,a sound for you,"",single,2Lfp2emw37ozDPpqV9a7x2,sophie,2022,129000,26,0.683,0.0932,11,-15.558,1,0.0436,0.949,0.942,0.102,0.193,139.859,4.0
2BwQ6drWtHOWO4BzJmifrD,hidden,4mo3zahoMNo36n3sYo5Z1M,luna grove,"",single,3uFB8d62V6muqEN5XTeV25,hidden,2022,144079,44,0.72,0.0526,11,-16.753,1,0.113,0.969,0.934,0.111,0.233,151.836,4.0
2CBReP4Ox7OnBzhJsb2VNk,shallow,"5Hc9oDGvStNGmnj44m8sHg,6fg51LVMgKxGjpIR9ihl9k","tyler ward,madysyn","acoustic cover,channel pop,neo mellow,viral pop",single,7lKcUee1PLUqxlKcDNZQbM,shallow,2018,182553,52,0.332,0.282,7,-7.257,1,0.044,0.825,0.0,0.104,0.234,187.057,4.0
2CuWPnQ6vDe7TU4BD9ksCS,peaches - acoustic version,2Z10WfOiQFiTEOZmdm6in3,domino anthony,"",single,5ZGaI5RLbMvJCRlkkYbtoL,peaches (acoustic) [instrumental],2021,225000,25,0.665,0.206,0,-18.323,1,0.111,0.755,0.878,0.113,0.526,139.742,4.0
2DjWsDGgL1xNbhnr7f6t5F,baby can i hold you,7oPgCQqMMXEXrNau5vxYZP,tracy chapman,"folk,lilith,singer-songwriter,women's music",album,6hmmX5UP4rIvOpGSaPerV8,tracy chapman,1988,193120,72,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,4.0
2EKVsbv9yGs7i3EXc4qOlh,candle in the wind - acoustic,1uuV1avDy9Eup5gYHXVG05,amber leigh irish,"acoustic cover,viral pop",single,1kNzg5RryF2tBM76TgtLuW,candle in the wind (acoustic),2019,144830,41,0.606,0.187,9,-10.826,1,0.0318,0.866,0.0,0.137,0.449,128.013,4.0
2FX5HPP1FNNuLlt2UU9os7,umbrella,1I5eQkzyM8jCVZIM3k2bKL,ember island,swedish electropop,single,14qmH55ZpVHTRn67ONh5J6,umbrella,2017,237794,65,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,4.0
2GAFZG9Z7UGS1iMm4Idrnr,apesar de você,"6tOsSffQQIXmK8TqsDck8t,3SKTkAUNa3oUa2rkd8DAyM,177N2fB1WvNBCQ4epjMQ3O","chico buarque,mpb4,quarteto em cy","bossa nova,fado,mpb,tropicalia",album,4K3E5bhJb92E7eyeIJ16QR,chico buarque,1978,235547,60,0.568,0.574,4,-8.993,0,0.0683,0.468,0.0,0.362,0.68,107.821,4.0
2GQ2VtR0kMCw2vRZOCpz8K,hibernate,2PL4J2dLCPQfClzz1x7Z2j,inner trails,"",single,07d6Y7I4yxcgAWzAjuZOyA,hibernate,2022,148977,27,0.793,0.132,10,-13.681,0,0.0519,0.965,0.295,0.108,0.176,132.247,4.0
2GThBgzZoZfz0lx1JjBwfe,those eyes,69bG9tC62d8oTFC9aTTosn,new west,"pop,toronto indie",single,4iRLB4gc24HFvjwRc8hDdg,those eyes,2019,220750,86,0.597,0.351,4,-8.043,1,0.0281,0.727,3.86E-5,0.319,0.243,119.948,3.0
2GViQ70Qunna09ZLUFcwdB,the winner takes it all,1HVwzNriKEjaeE06okqSpx,carla bruni,chanson,album,2bHQTGyLGnwMDqrsuMvTsQ,french touch,2017,211720,60,0.679,0.155,2,-12.325,1,0.0419,0.876,0.0,0.122,0.361,114.06,4.0
2GdPHLirS7D0F5qdaQWpSF,"thank u, next - acoustic",1tTQcokfKcsCxZaHF2pIhw,bailey rushlow,"acoustic cover,channel pop,viral pop",album,3DPTuqiNaZoGea5dXRcbCS,"acoustic covers, vol. 2",2023,183360,43,0.669,0.321,10,-8.668,1,0.189,0.88,0.0,0.162,0.639,96.698,4.0
2Glk2bbHqFEWbwluFT8EFG,heart-shaped box,69dRSsr2MLPbJwyckaLsGz,sewer dogs,"",single,49zOKNcAJi5UnrxpZ785Ga,heart-shaped box,2023,168008,39,0.603,0.281,9,-16.872,0,0.0396,0.813,0.92,0.103,0.319,80.017,3.0
2GnCkaWF1sz1dcwOMhfh5Z,bye bye (feat. ivy adara) - acoustic/the gravity sessions,"2ZRQcIgzPCVaT9XKhXZIzh,43G7qlx7v7OGJJrUTXIqLq","gryffin,ivy adara","dance pop,edm,electro house,pop,pop dance,tropical house",single,5tkmsOgUzII8PopaHZGyao,the gravity sessions (pt. 1),2019,184892,36,0.513,0.49,4,-3.745,1,0.0322,0.629,0.0,0.0819,0.275,141.853,4.0
2Gq0jYYpUnuw7rG81bMXya,"stand by me - recorded at rak studios, london",02U4dXZhGSo07f66l8JZ91,tom speight,"indie folk,indiecoustica,viral pop",single,2mFyFiDQfooOHmngJkmIXO,spotify singles,2018,183052,55,0.502,0.245,7,-14.591,1,0.0326,0.748,0.156,0.11,0.263,121.257,4.0
2HlCoznsLUjxP3Plgn12bf,"rocket man (i think it's going to be a long, long time)",3PhoLpVuITZKcymswpck5b,elton john,"glam rock,mellow gold,piano rock",compilation,1uzIyRT1QxDx4fMIX0UiAE,diamonds (deluxe),2017,282000,79,0.605,0.559,10,-7.803,1,0.0279,0.452,2.28E-6,0.0962,0.334,136.747,4.0
2IVM7TvZngyj1YxPTiOsEU,1234,4s6YWKUwngB7oxE6CPWsW2,clementine duo,"acoustic cover,channel pop,neo mellow,viral pop",album,4P4A5yN8GdekzCNPfEUNtI,clementine acoustic sessions,2017,185419,32,0.744,0.155,2,-12.081,1,0.0459,0.915,0.0,0.159,0.541,104.926,4.0
2IVyQNYOJSRgkSgSH8y5cb,octopus,6Lt3HS8R2v8Q4G7ZkUWa8R,syd barrett,"art rock,classic rock,experimental,folk rock,outsider,psychedelic folk,psychedelic rock,rock,symphonic rock",album,69jyJl6Lyo80nQae0X312i,the madcap laughs,1970,227867,37,0.584,0.445,3,-11.226,1,0.0342,0.446,1.68E-6,0.13,0.51,88.161,4.0
2JMbgsCwFQJmhaL6C8j6Im,everything i touch,6hqhZGNThHWF0vmysPbPAo,a.j. meadow,"",single,1dIb5aMePlH6Q43Wi8z3Oi,everything i touch,2022,128370,28,0.719,0.114,4,-18.445,1,0.0529,0.974,0.92,0.109,0.341,137.996,4.0
2JTTmUDAzSXPvUsVyg5Ksh,mother nature's son - remastered 2009,3WrFJ7ztbogyGnTHbHJFl2,the beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",album,03Qh833fEdVT30Pfs93ea6,the beatles (remastered),1968,168027,50,0.608,0.178,2,-17.109,1,0.0264,0.634,0.352,0.166,0.401,84.78,4.0
2JrSlOdxkzlJEAOPgIUhAj,wherever you will go,"5ao5cOf9lGP6pyIESuiaf1,2Qe2PBKLmokOP8hzcfEDjL","le vitates,natalie major",acoustic chill,single,59MYGCo3YrAhdNkOomscha,wherever you will go,2019,223441,47,0.711,0.195,8,-8.167,1,0.0285,0.809,0.0,0.119,0.369,91.903,4.0
2Jyci01E3vjgYJM98lru8X,pizza in july,39ETOzAilLp4bcJAUU8mmW,brendan abernathy,athens indie,single,55yg3MdeSSFSS5WRaZ6j5f,pizza in july,2022,250273,16,0.456,0.494,6,-7.564,0,0.0425,0.329,0.0,0.144,0.308,117.073,4.0
2KCqAdd2ad0hpJc5ySoTE8,coastline,7IAFAOtc9kTYNTizhLSWM6,hollow coves,indie folk,single,3U46TtL4xmHrr1RaCw8C0M,wanderlust,2017,233973,70,0.67,0.496,2,-11.23,1,0.0277,0.627,0.00325,0.0584,0.427,100.17,4.0
2KsdoMZsL2ajnjjYUWm1ZT,it aint me,39S7Y72G0tdDPy2INGFicV,sara farell,"acoustic cover,channel pop,neo mellow,viral pop",album,4snKT0WGNCbtZ9AESdeWKB,#covers,2018,192545,49,0.354,0.415,9,-6.578,1,0.0289,0.797,0.0,0.107,0.421,175.537,4.0
2LawezPeJhN4AWuSB0GtAU,have you ever seen the rain,3IYUhFvPQItj6xySrBmZkd,creedence clearwater revival,"classic rock,country rock,rock,southern rock,swamp rock",album,372cMadhAGlNuDnc8TssqF,pendulum (expanded edition),1970,160133,82,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28E-5,0.133,0.774,116.109,4.0
2LkaNhCrNVmcYgXJeLVmsw,the sound of silence - acoustic version,70cRZdQywnSFp9pnc2WTCE,simon & garfunkel,"classic rock,folk,folk rock,melancholia,mellow gold,rock",album,6aimJxDJMApLmry2VSjsLT,the graduate,1968,185440,71,0.435,0.456,6,-10.305,1,0.0279,0.136,1.62E-6,0.124,0.529,107.529,4.0
2LpirOWiA4eslLRuPpQT7V,maggie may,2y8Jo9CKhJvtfeKOsYzRdT,rod stewart,"mellow gold,soft rock",album,4h1e47X26VQHXCjNZZ5P3v,every picture tells a story,1971,350267,68,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,4.0
2M9ro2krNb7nr7HSprkEgo,fast car,7oPgCQqMMXEXrNau5vxYZP,tracy chapman,"folk,lilith,singer-songwriter,women's music",album,6hmmX5UP4rIvOpGSaPerV8,tracy chapman,1988,296800,76,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,4.0
2MIOqQH9IGYE2vk2rW1E2l,easy to love,0JHnWPp8aS0OQQHDWJ2xIM,steph wood,"",single,0v2mabLayTPjdlbzg1JYPY,easy to love,2023,243558,23,0.322,0.27,5,-8.882,0,0.0288,0.562,0.0,0.158,0.142,147.73,3.0
2MM8qDOkfV1natcOHC5kER,through the valley,2HPYUQ6GsPbZHvkyYe2jdm,shawn james,midwest americana,album,1i0qG4dB9hP9z7r6bx321l,shadows,2012,220240,55,0.469,0.477,3,-4.978,0,0.0369,0.269,2.21E-6,0.0769,0.365,111.484,4.0
2MQvD2O1ymooRTVduJTV4t,take on me - mtv unplugged / edit,2jzc5TC5TVFLXQlBNiIUzE,a-ha,"new romantic,new wave,new wave pop,permanent wave,pop rock,soft rock,synthpop",single,3wzeAwO1FHJbdBhmoc9LST,take on me (mtv unplugged / edit),2017,222827,51,0.505,0.121,9,-12.868,1,0.0351,0.972,9.58E-6,0.704,0.202,128.984,4.0
2N0volXQpwsvjDorTTxBAU,bonfire heart,7KMqksf0UMdyA0UCf4R3ux,james blunt,"neo mellow,pop,pop rock",album,4Sj9XfiPLf5byGh7u2ZU7g,moon landing,2013,238000,45,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021,4.0
2NFt6ImIdF3WjLRhtTqn3o,settle,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,73oQWJauGLMgsA2oMDQRSI,settle,2021,125455,28,0.59,0.0981,6,-14.359,1,0.0551,0.948,0.817,0.103,0.195,175.894,4.0
2NLLjV5kX0t4ZPsMsfHGxy,all my days,25mrbNwFzoqPWyYXLhiDRw,alexi murdoch,"british singer-songwriter,indie folk,neo mellow,stomp and holler",album,5CtM0DCPPzMXA1w9a227Wj,time without consequence,2009,297307,54,0.395,0.312,2,-15.971,1,0.0314,0.806,0.652,0.0962,0.503,88.226,4.0
2ORrgw8M0ZbrFlm5cpaKCv,true colors,"6xfqnpe2HnLVUaYXs2F8YS,31TPClRtHm23RisEBtV3X7","anna kendrick,justin timberlake",hollywood,single,7M83W7iXqtZ2qjYCOXvgWj,true colors,2016,243720,62,0.29,0.261,4,-9.163,1,0.0277,0.66,0.0,0.155,0.0999,143.598,4.0
2PGYNCB7e3bC7AP0WMJiUI,"take me home, country roads (acoustic)",2qNrJcE9LjzPdiXbrjkqFa,music travel love,canadian contemporary country,single,17Ajhe5jBWHetMurmcgzU2,"take me home, country roads (acoustic)",2020,193056,55,0.703,0.316,10,-8.779,1,0.0332,0.736,0.0,0.222,0.645,94.03,4.0
2PIHTeccvbpmrSeYrlWkfx,malandragem - ao vivo,10naVTwNjE50daQVrN0bXh,cássia eller,"brazilian rock,mpb,nova mpb",album,7mgNhvsT5RpvIoq8q2DHFI,acústico (ao vivo),2001,240799,27,0.673,0.921,0,-6.532,1,0.101,0.281,0.0,0.768,0.761,135.261,4.0
2PhcsALqa0tTch1P1Fp3Rf,sweet home chicago,0f8MDDzIc6M4uH1xH0o0gy,robert johnson,"acoustic blues,blues,delta blues,pre-war blues,traditional blues",compilation,5lQYtmPhbIIsrUtAVnzyeT,the complete recordings,1990,176640,35,0.74,0.0851,1,-14.934,0,0.13,0.98,9.36E-6,0.0939,0.524,101.155,4.0
2Pr6qNmiOxTdo8B6bs8x8x,quase sem querer,6tw6EpC9RgmSRZiZg0n22t,legião urbana,"brazilian rock,mpb,rock brasiliense,rock nacional brasileiro",album,4OCJTpOLqSgysGY4yBCGhn,dois,1986,280467,61,0.598,0.65,7,-14.281,1,0.0402,0.019,0.0482,0.0775,0.595,90.673,4.0
2PuUFT13yCzUOZun94WOXv,suite: judy blue eyes - 2005 remaster,2pdvghEHZJtgSXZ7cvNLou,"crosby, stills & nash","album rock,blues rock,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,roots rock,soft rock",album,6vUWpE8qciYHOhf7mgaGny,"crosby, stills & nash",1969,444053,59,0.458,0.364,9,-13.126,1,0.0431,0.467,0.0,0.197,0.3,154.215,4.0
2Q20aoC8cxUzeHjRaLVLVR,ahead,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,5HTmuO4ssndwAU46sWRciK,ahead,2023,129545,37,0.657,0.0851,11,-16.274,1,0.0615,0.986,0.923,0.111,0.382,153.941,4.0
2QZz9zVPT34ekeWpLgstlQ,down days,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,6MVL139vQ9IulTPjAEW4z5,down days,2022,123000,33,0.616,0.0614,4,-19.214,1,0.0509,0.984,0.943,0.111,0.38,130.06,1.0
2R0Z1JwgoCsBeoWErbAHgs,scared to be lonely - acoustic,6szSMqKKwkFqJoK3MxK3Hk,thomas daniel,"acoustic cover,viral pop",single,0gFkq8SkHKL5YbNfvm4yMs,scared to be lonely,2017,200391,45,0.587,0.36,9,-7.711,0,0.0366,0.586,0.0,0.117,0.408,137.921,4.0
2RtuzqIHrvIgcby8M5Pros,i want it that way - acoustic version,6cpVjPOo5Ozn28hUfYBXqm,jonah baker,"acoustic cover,viral pop",single,3wiOoi63n8WNaDKf7DvXOI,i want it that way (acoustic version),2020,202517,37,0.66,0.141,5,-10.276,0,0.0296,0.881,0.0,0.108,0.23,99.069,4.0
2SbsvihBJmgNKZ4qkXFWrp,more than words,6w7j5wQ5AI5OQYlcM15s2L,extreme,"album rock,funk metal,glam metal,hard rock,rock",album,7GOk2a0toWcEMGEm8uKLyz,extreme ii - pornograffitti,1990,334040,63,0.623,0.127,6,-14.935,1,0.0306,0.452,0.0,0.114,0.237,91.625,4.0
2SpEHTbUuebeLkgs9QB7Ue,jolene,32vWCbZh0xZ4o9gkz4PsEU,dolly parton,"classic country pop,country,country dawn",album,5DyOxuvdSmTSNAmkfcsBsj,jolene,1974,161533,71,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,4.0
2T7KiuRb6g8ei2HLBoBOBv,waterfalls - acoustic,3ib0ROvqntFv8PPQ2CIlso,kaiak,"acoustic chill,viral pop",single,33fyZOFDT8AIJC4wc959lg,waterfalls (acoustic),2017,166957,39,0.652,0.386,7,-12.924,1,0.0408,0.888,0.0,0.138,0.195,91.894,4.0
2TJqhMuTx2eMun7MMQVIFy,never going back again - 2004 remaster,08GQAI4eElDnROBrJRGE0X,fleetwood mac,"album rock,classic rock,rock,soft rock,yacht rock",album,1bt6q2SruMsBtcerNVtpZB,rumours,1977,134400,56,0.642,0.34,6,-12.852,1,0.0394,0.854,0.475,0.0816,0.927,176.08,4.0
2TitxRtrE8OLcAwcNucvmJ,peaches - acoustic,22QkuOmdRnasuuVgUjhrVw,adam christopher,"acoustic cover,viral pop",single,44ysuAZ4Bwz1Zbo1StkXKR,peaches (acoustic),2021,190909,51,0.682,0.244,0,-13.391,1,0.0413,0.801,0.0,0.214,0.698,142.872,4.0
2UoV72SoWnie4d1nD7eK4e,wildest dreams,0NxhAEPOSeCg6vypFr7yjU,madilyn bailey,"post-teen pop,viral pop",album,1j236t4lL35TAwUvWX61nD,"the cover games, volume 1",2014,207353,44,0.571,0.438,8,-6.867,1,0.0427,0.755,0.0,0.129,0.419,135.697,4.0
2VFf8YhTnmhWF108o9UEr7,no one - acoustic,3DiDSECUqqY1AuBP8qtaIa,alicia keys,"hip pop,neo soul,pop,r&b,urban contemporary",single,5CyqXyKJeRU4PGTahuE4i5,vault playlist vol. 1,2017,259570,63,0.379,0.325,4,-5.862,1,0.0331,0.712,0.0,0.0997,0.433,89.798,4.0
2WOjLF83vqjit2Zh4B69V3,"don't think twice, it's all right",74ASZWbe4lXaubB36ztrGX,bob dylan,"classic rock,country rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter",album,0o1uFxZ1VTviqvNaYkTJek,the freewheelin' bob dylan,1963,217400,63,0.6,0.243,4,-17.085,1,0.0366,0.89,0.0022,0.249,0.468,110.535,4.0
