id,name,artist_id,artists,artist_genre,album_type,album_id,album_name,album_release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
00D8cpnaejwQkzCqMSaDhr,the reason,6Br9D29UxvAkIOyIjDpPPZ,danni carlos,mpb,album,6D6WNOEgFPCNNhLKFyvaJ7,rock'n'road all night by danni carlos,2003,222586,20,0.554,0.475,5,-6.956,1,0.0235,0.0431,0.0,0.146,0.204,84.998,4.0
00MR3lqcuALQH6JuJhzAcp,new season,7iWDCqhLWP7tGRvYpOzj4J,the cabin tapes,calming instrumental,single,3fGMi62FQUhFEn8muqHqSj,new season,2022,120946,35,0.62,0.112,6,-9.427,1,0.0765,0.905,0.599,0.102,0.146,73.957,4.0
01Q3OyB05mLgH01fpdAMPP,wait,63MQldklfxkjYDoUE4Tppz,m83,"french shoegaze,french synthpop,indietronica,metropopolis,neo-synthpop",album,6EB14IXV5oyOiItGBv7mtG,"hurry up, we're dreaming",2011,343253,60,0.426,0.228,2,-10.552,1,0.0322,0.198,0.13,0.0832,0.0822,147.994,4.0
02SlwZAAwRePeJYMdvmA0h,high hopes,38SWPOPO1YqxUPnT4AAoID,the mayries,"acoustic cover,acoustic pop,neo mellow,viral pop",album,2yENbnhh873NzrwFmxYMeO,#acoustic #2,2019,216116,42,0.629,0.237,0,-12.297,1,0.0372,0.863,0.0,0.148,0.343,109.867,4.0
02WnYQ2rhtmRy4BrNfEhYC,cry me a river,7Al1laWK9BY9A2YAMFhTkt,brian chartrand,guitar case,album,0tfjRGeGUCnpphKKjufPqg,sleeping with giants,2008,252827,10,0.696,0.238,6,-10.611,0,0.176,0.916,0.0,0.116,0.477,76.983,4.0
02uPJ71h5oTJpZsOUxMSRs,pathways,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,42puLuMurrQ2EavD1zBE6e,pathways,2022,137019,31,0.52,0.182,11,-18.357,1,0.0403,0.883,0.902,0.101,0.198,78.12,4.0
02zHAnnS0XhFyJxhCC449I,un camino solitario,4qxGMBS25xDymfWz3kkKOE,xavier suarez,"",single,0Tl5HcLyyuutRQxBOOpcCD,un camino solitario,2020,189238,26,0.62,0.132,2,-17.312,0,0.0496,0.95,0.912,0.117,0.46,92.914,4.0
03TkiD6vBTFfPwjA7qJCD7,million reasons,0NxhAEPOSeCg6vypFr7yjU,madilyn bailey,"post-teen pop,viral pop",single,5f6JWum3oeaAXXN9dBuiow,million reasons,2017,204231,49,0.602,0.319,1,-7.474,1,0.0346,0.87,0.0,0.111,0.287,129.751,4.0
03yc0G2OoH1Eeyu7Piy8fK,i'm yours,4phGZZrJZRo4ElhRtViYdl,jason mraz,"acoustic pop,neo mellow,pop,pop rock",single,0hmfkAEc0WQcv1dplyLYte,i'm yours,2008,243494,78,0.693,0.43,11,-9.395,1,0.0442,0.565,0.0,0.0928,0.731,151.001,4.0
045sp2JToyTaaKyXkGejPy,fake plastic trees,4Z8W4fKeB5YxbusRsdQVPb,radiohead,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",album,500FEaUzn8lN9zWFyZG5C2,the bends,1995,290707,69,0.454,0.229,2,-12.592,1,0.0297,0.167,0.102,0.202,0.134,73.552,4.0
04GzDWnCBr3NU4SDEn89c5,roadside assistance,"3CBHXhdUqx63xJe4C4vzNg,3rnRik46TfCZnejgHgnCRQ","andrew gialanella,andy feldman","",single,5VWr8ybrfhAbBCgaGOVAUE,roadside assistance,2019,196429,24,0.662,0.313,9,-21.726,1,0.0414,0.802,0.93,0.0773,0.462,167.996,4.0
05Pe2omHaIQtDAehonNlMX,boulevard of broken dreams,1EQiPk32D03HxHmExyCg9l,roses & revolutions,"bossbeat,indie electropop,indie poptimism",single,0ARtwfvEYUKoVbCXdw7wb5,boulevard of broken dreams,2021,190938,54,0.526,0.128,7,-11.874,1,0.0361,0.913,7.83E-6,0.107,0.365,145.698,4.0
05omSa4eiXdcX8d7aeJMJH,lake michigan,1KBpWE9XJDISBwQ0PKkf0g,staffan carlén,"",single,2fV4jJmEKsRXiI8wbMuWHX,lake michigan,2019,150141,28,0.482,0.459,5,-11.76,1,0.0317,0.781,0.935,0.381,0.268,148.031,4.0
06ND7qqsmIRCuWdQNQIlTE,roda-viva,6tOsSffQQIXmK8TqsDck8t,chico buarque,"bossa nova,fado,mpb,tropicalia",album,3sxAzbLUDuydUwiyWj5kil,chico buarque de hollanda vol. 3,1968,233400,47,0.502,0.512,10,-8.097,0,0.0337,0.793,1.8E-5,0.235,0.651,133.174,4.0
06sxy3TB2LYHzjZnd9vbvb,tiny dancer,"2BHswvFd8tMBizVWGcAMLm,6glcVV5wCi1hU4nxqJItqd","kurt hugo schneider,vincint","post-teen pop,viral pop",album,0vzEt9aVhUnbdchBzFkDKV,piano acoustic covers vol 4,2018,150532,32,0.44,0.411,0,-6.172,1,0.0313,0.794,0.0,0.11,0.24,147.254,4.0
07G6JvukovJuHM7MmP553o,old shoes,0kLi0duqyWyoRkfqBv4lja,you,"",album,47E0eCDX1CKno8W6M0hgie,a shred of bliss,2023,188780,21,0.703,0.37,9,-16.544,1,0.0288,0.319,0.00603,0.108,0.506,117.999,4.0
07tvcB7tCebKIQilpHjZgH,with arms wide open - live acoustic,43sZBwHjahUvgbx1WNIkIz,creed,"alternative metal,nu metal,pop rock,post-grunge,rock",compilation,6mOXPtswKccKSx5dYmCXAc,with arms wide open: a retrospective,2015,244213,36,0.54,0.376,6,-10.624,1,0.0328,0.623,7.17E-6,0.122,0.127,147.285,4.0
09RXXyHwFaG5HVkUxiVZTh,it gets easier,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",album,0EW3aoyP9FPHtR68DFZxmC,it gets easier,2020,130541,22,0.661,0.322,6,-11.193,1,0.0405,0.186,0.825,0.12,0.226,148.039,4.0
09jUXMCIqsjbf1oOGTaCsj,she will be loved - acoustic,0Tazr7cok0ZIzVWH27sqeY,beth,viral pop,single,6tKvqjNbHhwTLc8nX09nog,she will be loved (acoustic),2018,149036,36,0.669,0.114,3,-12.426,1,0.0375,0.968,0.0,0.132,0.592,90.151,4.0
09up9lb2l2psrn6jWefpBJ,a thousand miles - acoustic,6cpVjPOo5Ozn28hUfYBXqm,jonah baker,"acoustic cover,viral pop",single,2Ow3PtMJMlNS8k0Ro6KJ6u,a thousand miles (acoustic),2019,195435,43,0.36,0.162,2,-11.612,1,0.0329,0.901,0.0,0.109,0.168,88.205,5.0
0AVMUuhIrlWuSl86Xt4ZYG,liliko'i,7IbVTpxbYawdWViVedEJIB,randal l meek,instrumental acoustic guitar,single,2pef1PXbA3CQRZcHmAav8P,liliko'i,2020,130352,27,0.453,0.214,11,-17.64,1,0.0441,0.937,0.895,0.107,0.622,105.45,4.0
0Aq4Ikbs8FIiQc4leL0580,crazy - acoustic,5a1CkvrJSjRH8ZzWTMRsCd,nathan ball,"",single,1IgVUmzkIsnLeKrWPocVYR,acoustic ep,2018,240639,52,0.458,0.179,0,-11.47,1,0.0322,0.927,1.88E-4,0.117,0.112,81.487,4.0
0B9AVUnk7fwQ4oPtsi2o8P,wrecking ball,0SuWOa14KQ9jBIwvqFbzo5,dustin kensrue,"",album,3OQD5MDy3phZzVCwWOKtiW,thoughts that float on a different blood,2016,223256,31,0.478,0.269,11,-11.073,0,0.0726,0.802,0.0,0.71,0.301,121.123,4.0
0Bb9oRoN3suM9iiIwzHtmX,somebody that i used to know,0C7P4ox94jj7mYQnjwO7nX,lúc,acoustic chill,single,2MBa7MBL9N5fACqj1KXmpl,somebody that i used to know,2020,172455,45,0.503,0.123,2,-14.312,0,0.0327,0.868,2.56E-5,0.111,0.343,183.571,4.0
0BgbobvykXxEvxo2HhCuvM,banana pancakes,3GBPw9NK25X1Wt2OUvOwY3,jack johnson,neo mellow,album,2B9q4KPjOEYu885Keo9dfX,in between dreams,2005,191907,67,0.814,0.373,7,-8.017,1,0.116,0.602,1.7E-5,0.0931,0.632,114.548,4.0
0DLcDhuqafbpYcsk4t4bpk,makayla,"3CBHXhdUqx63xJe4C4vzNg,5Ae5MzG7JJlSFIa7yQeXmI","andrew gialanella,a sound for you","",single,1Ro8XKjy1S1aPBQAfQ8ewd,makayla,2022,131316,28,0.8,0.105,4,-13.361,1,0.056,0.965,0.836,0.108,0.198,113.831,3.0
0DeLHrPqVdRayndn0Upt4i,the man's too strong,0WwSkZ7LtFUFjGjMZBMt6T,dire straits,"album rock,classic rock,mellow gold,rock,soft rock",album,15J400U0rEpgE64UQgtvLs,brothers in arms,1985,278707,36,0.608,0.285,7,-14.482,1,0.0273,0.442,9.57E-5,0.27,0.23,97.572,4.0
0E4Y1XIbs8GrAT1YqVy6dq,afterglow,6eUKZXaKkcviH0Ku9w2n3V,ed sheeran,"pop,uk pop",single,5bb2Sf8jps2DTyI2urMThV,afterglow,2020,185487,71,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4.0
0EXwPgIgkSF6Hf28PAIIAf,we belong together,2hM7Rb0V5wKjvDEgYt1zed,amanda yang,viral pop,single,1PQ9r7S228GEqQUNGPopmh,we belong together,2019,223810,38,0.454,0.366,11,-6.841,1,0.0388,0.893,0.0,0.19,0.34,125.354,4.0
0EkRY704D4JIGUnioyKakv,i still haven't found what i'm looking for,3ib0ROvqntFv8PPQ2CIlso,kaiak,"acoustic chill,viral pop",single,1LU4ZmutztgXjEdu0jmo7e,i still haven't found what i'm looking for,2021,179973,32,0.591,0.21,0,-12.016,1,0.029,0.913,6.54E-4,0.111,0.189,98.125,4.0
0ElpbbncWT9aS7mgoqEHbQ,where's my love - acoustic,6AyATGg7mDgBlZ4N5uNog0,syml,pop,single,6U6yE35iYGweoUiFFjuBdC,where's my love,2017,239880,73,0.554,0.225,3,-11.324,1,0.0281,0.892,0.0321,0.107,0.221,104.007,4.0
0F1rwOj5sSeeATaeGsj4pR,try again,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,7M0NK51OMGbLSMwS55aMGi,try again,2021,127375,34,0.578,0.127,6,-19.245,1,0.046,0.965,0.875,0.112,0.326,148.951,4.0
0G0qBxofTBucxJsNo5jtpG,faking it,2hM7Rb0V5wKjvDEgYt1zed,amanda yang,viral pop,single,4RRmUfCICihIlHj42ccxrx,faking it,2017,204161,18,0.441,0.292,9,-8.179,0,0.0509,0.852,0.0,0.12,0.373,66.784,5.0
0G2vDBtdaH1f7edE0ZxcVQ,from the beginning - 2015 remaster,0nCiidE5GgDrc5kWN3NZgZ,"emerson, lake & palmer","album rock,art rock,blues rock,classic rock,hard rock,jazz fusion,progressive rock,rock,symphonic rock",album,0frleTv0z2bVtd6ZwAr2LV,the anthology,2016,253467,24,0.617,0.187,4,-18.646,0,0.0444,0.352,0.394,0.119,0.326,133.222,4.0
0G6qDSSFmjzb9N0PK8PjGm,off he goes,1w5Kfo2jwwIPruYS2UWh56,pearl jam,"grunge,permanent wave,rock",album,3FKhxgSZdtJBIjdHsjbxI0,no code,1996,358453,49,0.684,0.344,0,-14.825,1,0.029,0.574,0.00235,0.113,0.343,101.39,4.0
0GE8sVpRYoMamNcfLGObxY,"my hero - live at the pantages theatre, los angeles, ca - august 2006",7jy3rLJdDQY21OgRLCZ9sD,foo fighters,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",album,4IBQvwIbtDluogvDe2qpaB,skin and bones (live),2006,291080,47,0.312,0.817,4,-6.16,1,0.0604,0.0137,4.65E-4,0.959,0.184,134.428,4.0
0HKLzcztfHW7o9b2i0PwtV,wicked game,1blgL26JbtaUUKUEMR6Hs2,gemma hayes,"irish singer-songwriter,lilith",single,0Z1S7FjbZJ6OQ9hBo25dLa,wicked game,2012,245776,48,0.63,0.191,0,-16.063,1,0.0296,0.817,0.00974,0.118,0.264,110.068,4.0
0HLPOaX2btafAn6pQyIXjD,hideaway,"3CBHXhdUqx63xJe4C4vzNg,3rnRik46TfCZnejgHgnCRQ","andrew gialanella,andy feldman","",single,5wl23gXtaujKPEgNLcamJQ,hideaway,2022,172308,27,0.529,0.331,7,-12.193,1,0.0328,0.795,0.893,0.0844,0.149,79.013,4.0
0HxDXAUayBZXU8ZaWdBKyc,head over feet - live / unplugged,6ogn9necmbUdCppmNnGOdi,alanis morissette,"canadian pop,canadian singer-songwriter,lilith,pop rock,singer-songwriter",album,0LkVxRq8mZbPUaRgEEvxKv,live / unplugged,1999,262560,48,0.421,0.734,0,-8.692,1,0.0511,0.0688,0.0,0.974,0.34,168.772,4.0
0IF7bHzCXCZoKNog5vBC4g,wherever you will go,0qk8MxMzgnfFECvDO3cc0X,charlene soraia,neo-singer-songwriter,single,3cp5RYHZb5KUyglxaHd3Lh,wherever you will go,2011,197577,58,0.597,0.115,9,-9.217,1,0.0334,0.82,2.15E-4,0.111,0.128,111.202,4.0
0IPVimjEYGSHFEl4H9EW8O,i ain't worried - acoustic,1tlNtqr5jF7Z8pR9i4RWsa,daniel robinson,"acoustic cover,channel pop,viral pop",single,0yaQVxFu93vMoslI86csCn,i ain't worried (acoustic),2022,142854,47,0.712,0.386,7,-9.899,0,0.0329,0.892,0.00513,0.13,0.647,114.958,4.0
0IktbUcnAGrvD03AWnz3Q8,lucky,"4phGZZrJZRo4ElhRtViYdl,6aZyMrc4doVtZyKNilOmwu","jason mraz,colbie caillat","acoustic pop,neo mellow,pop,pop rock",album,04G0YylSjvDQZrjOfE5jA5,we sing. we dance. we steal things.,2008,189613,71,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,4.0
0J4EXTAT2DmgdrdOB4P3hx,if i wasn't made for love - acoustic,7bfwKXhmR1JF1PiBzaxY2b,néomí,"",single,02TaaQegd6L0BmAu6wV8t0,if i wasn't made for love (acoustic),2022,237121,21,0.478,0.253,7,-13.076,1,0.0285,0.899,0.00268,0.105,0.0798,76.947,4.0
0JAYbuDv6aPzLCAhuhgCFH,i can see your tracks (instrumental),0jkK3K1ATFFHofEWjd2i00,laura veirs,"anti-folk,chamber pop,chamber psych,indie folk",album,3KLh2kSBl64Wa0ygg4agyC,hello i must be going,2012,178293,37,0.319,0.151,5,-18.504,1,0.0394,0.959,0.913,0.111,0.231,170.666,4.0
0JUa8PNsS6fvWz2Keb5KLq,night after sidewalk,1s2pki7lATUaBOL76E3vCV,kaki king,instrumental acoustic guitar,album,5CbsLK7qbFYtYsGrUTwy3L,everybody loves you,2003,210907,38,0.261,0.264,8,-17.216,0,0.0398,0.777,0.808,0.112,0.097,129.928,3.0
0JVOH4v8cUn5jyhwvuriAb,more than words,6w7j5wQ5AI5OQYlcM15s2L,extreme,"album rock,funk metal,glam metal,hard rock,rock",album,7jMiLIy96oxGm4InizGUZF,extreme ii: pornograffitti (deluxe),1990,334000,73,0.403,0.134,6,-14.955,1,0.0353,0.469,0.0,0.113,0.258,182.894,4.0
0LTSNmOLBt25GMjHlxp9OR,folsom prison blues,6kACVPfCOnqzgfEF5ryl0x,johnny cash,"arkansas country,outlaw country",album,2xG5VLMFnDKhjJhsiJDcGm,i walk the line,1964,155640,59,0.689,0.527,5,-9.934,1,0.0314,0.194,0.0784,0.278,0.777,110.519,4.0
0LjX4bHo6oMZVxxxB21BKE,fall at your feet,0fZ2s0I6Gyt60JUJybaEZA,jesse cook,"flamenco guitar,rumba",album,5PEfGhNGzmYXUjOu2MKXNx,the ultimate jesse cook,2005,219040,30,0.711,0.649,11,-8.905,0,0.0305,0.667,0.0196,0.0945,0.75,101.026,4.0
0LtliXTRs1Ih2JGi3DW9Ts,somebody that i used to know,2ApaG60P4r0yhBoDCGD8YG,elliott smith,"alternative rock,dream pop,indie rock,melancholia,pop rock,rock,singer-songwriter",album,1zcOyLZRT2TyxReQ55AEbM,figure 8,2000,129333,55,0.595,0.366,1,-14.819,1,0.0299,0.377,0.0,0.122,0.771,108.526,4.0
0N8R7LdWNyM4XP2bR6pgiF,chasing cars - acoustic,1tTQcokfKcsCxZaHF2pIhw,bailey rushlow,"acoustic cover,channel pop,viral pop",single,20YqElW2NNW0ecHDfAyDVg,chasing cars (acoustic),2019,236298,48,0.661,0.259,11,-9.601,1,0.0301,0.865,0.0,0.101,0.24,107.933,4.0
0NFVg74sSsdU1gNc9xfpIO,aonde quer que eu vá,7EM9m7HOXxVgP9oEpDDv70,os paralamas do sucesso,"brazilian rock,latin alternative,latin rock,mpb,rock nacional brasileiro",album,00NPVQ0890CmxIQcw61Rd6,arquivo ii 1991 - 2000,2000,257333,63,0.6,0.537,0,-7.972,1,0.0273,0.509,0.303,0.101,0.316,78.049,4.0
0Nh9xUxOJDkwTBd5DFV2uL,only when i sleep - mtv unplugged version,1VbWUxZTRNY2gw3qZ1tg9W,the corrs,"celtic rock,dance pop,europop,pop rock",album,68QpU7XGT0RIX4NNkPLXzx,the corrs unplugged,1999,276827,39,0.453,0.823,9,-5.935,1,0.0542,0.0623,0.0,0.801,0.481,143.648,4.0
0OgukDucI2L5KRv9hWyooZ,tiny dancer (acoustic),1syC76TS0O5Yx2sCNGbUZb,the moon loungers,"acoustic cover,viral pop",album,7FXhuEBd3HZXC5NuxOh6Fj,acoustic covers: 70s,2019,430784,32,0.619,0.357,7,-9.166,1,0.0289,0.859,9.78E-4,0.113,0.457,125.977,4.0
0PNt5WTw092eED0ru9SuIp,romeo and juliet,0WwSkZ7LtFUFjGjMZBMt6T,dire straits,"album rock,classic rock,mellow gold,rock,soft rock",album,3wvclpO3LJmpSQGQ9gBa2a,making movies,1980,360667,54,0.613,0.441,5,-11.999,1,0.0309,0.546,0.0132,0.0869,0.525,87.573,4.0
0QUiguzo0mWdlBk6Nvujic,you already know,"3pTE9iaJTkWns3mxpNQlJV,64YVotBSFQoRt2TWCkGFqy","bombay bicycle club,kathryn williams","alternative dance,british indie rock,indie rock,indietronica,modern rock,new rave,rock,stomp and holler",single,56ADhSciu0gvr5RQ0iOgx0,evening/morning,2008,262533,46,0.662,0.207,2,-16.176,1,0.0427,0.916,0.0698,0.101,0.496,95.466,4.0
0QnONzv3TvHAWk294h6DaQ,last kiss,1w5Kfo2jwwIPruYS2UWh56,pearl jam,"grunge,permanent wave,rock",single,11BDZR6NRHwPiPy1WQr4Jf,last kiss,1999,195467,68,0.622,0.692,7,-6.97,1,0.0276,0.363,1.58E-4,0.193,0.774,112.053,4.0
0QzY6rP7C8IWMnpEyuQmC6,heat waves - acoustic,1tlNtqr5jF7Z8pR9i4RWsa,daniel robinson,"acoustic cover,channel pop,viral pop",single,4UFCNxjO9gA2SvQ6YV2mro,heat waves (acoustic),2021,193027,51,0.659,0.338,6,-10.367,0,0.0376,0.842,0.0,0.277,0.495,145.877,4.0
0RBhOWid3FBLUIKylK8GxP,can't take my eyes off you,"14FalyPBwXYg2XLauocHaU,6LZMT40ot82WlrWyYQmwyB,2dfwFbBwTpN53xgg7eGBHJ","craymer,jason lux,ruthie craft",lo-fi cover,single,3P5lvVkERfePWKiZNSZMjS,can't take my eyes off you,2021,234209,45,0.586,0.143,9,-11.011,1,0.0536,0.933,0.0,0.102,0.256,120.727,4.0
0SGiGg1Tu6nQRBESwodZIH,motion,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,73o9bmnlN9QOgH6SOvjnmU,motion,2022,137184,39,0.627,0.143,1,-9.343,1,0.0812,0.973,0.896,0.11,0.294,133.153,4.0
0SL50BWlNr0RThIgL5swJK,let it be,470WlqN9HSRDGNaMufeHHF,imaginary future,"folk-pop,indiecoustica,neo mellow,viral pop",single,3ZPcwX7RlFXDY5DvbuBYhk,let it be,2018,148900,54,0.52,0.124,5,-18.502,1,0.0383,0.9,0.0,0.114,0.524,149.251,4.0
0SeCA3vPHuXGP6sizB05ZA,twins,2WkXhpsmgr8xeRpfF9Bl1w,matt kivel,indie folk,album,4OUF3bDg60cOEqlHLsLDA0,days of being wild,2014,50015,35,0.581,0.14,5,-23.095,1,0.214,0.971,0.955,0.109,0.248,183.773,4.0
0TEKKJ9x3HEsCf74vxaff0,mouth full of crow,3TUUkFXdKMfSfAzcyjpuVU,kimball frank,"",single,1QposCj5bI5FOjefd1H4RY,mouth full of crow,2023,187262,17,0.594,0.8,6,-8.271,0,0.0533,0.202,0.0,0.054,0.621,86.046,4.0
0TJRPaDazFkgCQLUHp1XrU,querida evita,7kh6kV95YvmhBPmbi2tIRU,barracuda sound,"",single,7xcqogxjZFlmeymBBv8ezs,querida evita,2022,161083,31,0.656,0.205,9,-11.261,1,0.0599,0.968,0.914,0.1,0.186,118.562,4.0
0TQ8ZHFhrbH9I0WRjIzOCQ,nothing arrived - live from spotify london,2m1l9MLSslzup4vvokKgvQ,villagers,"chamber pop,indie folk,indie rock,stomp and holler",single,0hjao9hWIDjmUFDiW6Q59W,spotify sessions,2013,219093,61,0.579,0.415,7,-11.599,1,0.0397,0.929,0.0018,0.671,0.42,102.713,4.0
0UCsrU37XWdbddPCTRG4Pj,hide away (acoustic version) [feat. kaya may],2WROyFfIOmKtRopsTrIL52,landon austin,"channel pop,indiecoustica,post-teen pop,viral pop",single,2nluaXCp3OtbaBcEW0UbqO,hide away,2016,211696,42,0.396,0.292,5,-10.348,1,0.0324,0.245,0.0,0.173,0.316,95.16,4.0
0ULLHrr18qKOTZWo8DqhPh,blue red and grey,67ea9eGLXYMsO2eYQRui3w,the who,"album rock,art rock,blues rock,british invasion,classic rock,hard rock,mellow gold,psychedelic rock,rock",album,6Mzvf0CUFVHuqKCW65EOOO,the who by numbers (remastered),1975,166907,40,0.621,0.213,2,-12.666,1,0.0369,0.984,8.01E-5,0.104,0.409,108.0,4.0
0V2BYLUskcakZ5g0otucCd,happy as the sun,5zeCSgiRyezbfLiGOpKAsR,tyrone wells,"acoustic pop,indiecoustica,neo mellow,pop rock",album,4TAA5DMPpwRsPdohgHHCk9,metal & wood,2010,164641,47,0.772,0.22,5,-14.262,1,0.0454,0.837,0.0,0.108,0.66,124.983,4.0
0V4azoMIlCgnHFDcnhomOb,frontier,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,4w3CnEwhl4S3tgf9oVsbGa,frontier,2022,120723,26,0.689,0.123,3,-16.579,1,0.0436,0.99,0.963,0.108,0.235,165.856,4.0
0VLrEFbEYXBs7qUlBhGLQr,the down town,07jc1IMGtecDZzOL9cP50t,days of the new,"alternative metal,alternative rock,grunge,nu metal,pop rock,post-grunge,rock",album,4jMvOGmPkg1LoUwAENluAH,the definitive collection,2008,255960,50,0.576,0.85,8,-8.418,0,0.0292,0.0331,7.13E-5,0.13,0.574,135.423,4.0
0VNzEY1G4GLqcNx5qaaTl6,vincent,1gRNBaI4yn6wCCTvRhGWh8,don mclean,"adult standards,classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock",album,10jsW2NYd9blCrDITMh2zS,american pie,1971,243493,67,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33E-6,0.34,0.458,91.509,3.0
0VTWvqCpAIQIkE2N6OLFAe,compass,2NKYLVOD0HH7O1anuALOBU,the bare bones,"",single,2SyX95L17a9VjV6hksMlFt,compass,2021,178241,27,0.726,0.157,9,-13.835,1,0.102,0.947,0.911,0.109,0.117,133.153,3.0
0W6jxWbCr1dggn7FSRiOlE,trouble,6DoH7ywD5BcQvjloe9OcIj,ray lamontagne,"acoustic pop,indie folk,neo mellow,new americana,stomp and holler",album,1JDuRt2LzuUG3HKhkruUJQ,trouble,2004,241733,56,0.32,0.451,7,-11.753,1,0.0427,0.329,1.74E-4,0.338,0.513,173.083,3.0
0W85Yolr3l72QZsk9UrkqP,issues,7h4j9YTJJuAHzLCc3KCvYu,kina grannis,"acoustic pop,neo mellow,viral pop",single,4BjTCzE0smW2cVNgzYH7DG,issues,2017,221569,41,0.485,0.126,6,-15.597,1,0.052,0.71,0.0,0.106,0.345,152.541,4.0
0WjTnatR8L132K6jckMsLD,we are young,7CQwac16i1W5ej8YpuL3dv,boyce avenue,"acoustic cover,neo mellow,viral pop",album,7hh9qCfFuLlaMpjCMzTiZz,"cover sessions, vol. 2",2012,237687,37,0.437,0.352,2,-11.511,1,0.0286,0.673,0.0,0.117,0.419,83.034,4.0
0Ws64iKlJgvlvzTwGW7JMA,wander,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,6fN7vrqrgHE3UKQ8bVnYoB,wander,2020,104000,23,0.655,0.244,3,-12.239,1,0.0546,0.97,0.911,0.105,0.417,81.194,4.0
0WuWrW1N8ofJBjM5ZHkFjH,la mar,0hDJSg859MdK4c9vqu1dS8,the beautiful girls,australian reggae fusion,album,1OuDc65IgZ0nKnNwPMaylr,learn yourself,2003,237840,34,0.84,0.338,8,-9.636,1,0.0486,0.811,0.0151,0.11,0.36,92.197,4.0
0XX4DcUsUeCXJa7ETwcndy,here now,4mo3zahoMNo36n3sYo5Z1M,luna grove,"",single,55nHqVTP6QcMMK2yc2qyvy,here now,2022,139250,29,0.821,0.0657,0,-15.638,1,0.0772,0.971,0.266,0.123,0.233,120.966,4.0
0YW2mOLKCaWWwYKdyjUxpk,you too,4v8Masb3WF7eJc9pzrQYKd,johannes gerstengarbe,"",single,41P1hHMUkIbxk48EObDoFB,you too,2023,173907,10,0.605,0.481,0,-9.923,1,0.0304,0.566,0.0258,0.171,0.328,112.067,4.0
0Yi128S6QgQDnAKg5A0OZw,to be with you - 2021 remastered,5OfhOoKunSnuubxxRML8J3,mr. big,"glam metal,hard rock",compilation,0DYLNt604AgwFMQhK3HNLR,deep cuts: the best of the ballads,2000,208067,67,0.696,0.419,4,-7.289,1,0.0419,0.245,0.0,0.0785,0.487,83.653,4.0
0YveezON7jpiaHA8fnUHxN,roundabout - 2003 remaster,7AC976RDJzL2asmZuz7qil,yes,"album rock,art rock,classic rock,jazz fusion,progressive rock,rock,symphonic rock",album,0dZF93WHyOhTWjz5EWM7yG,fragile (deluxe edition),1971,510573,60,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,4.0
0ZEsPuSsslffsQiTB9UoTA,the journey with you,7iWDCqhLWP7tGRvYpOzj4J,the cabin tapes,calming instrumental,single,1N9XguMS6vl9LbbRkeLnBZ,the journey with you,2022,142286,37,0.889,0.0726,4,-11.159,1,0.0787,0.943,0.941,0.107,0.182,104.974,4.0
0ZwBaPxoP5ZSRgatkKL2fw,fading,3CBHXhdUqx63xJe4C4vzNg,andrew gialanella,"",single,05etcA6OhrOp3ekvaClyEh,fading,2021,124868,25,0.682,0.0972,3,-15.613,1,0.0518,0.979,0.725,0.105,0.266,98.757,4.0
0aJrYfARfCKzv6gXjhs4SZ,upside down,3GBPw9NK25X1Wt2OUvOwY3,jack johnson,neo mellow,single,4nvgSs9EQXS5AIwprqq8OU,upside down,2006,209547,71,0.792,0.647,4,-8.314,1,0.045,0.255,2.23E-4,0.132,0.694,102.477,4.0
0aLBrgdmfl1DADg3ZO6y0N,dancing in the dark,7FfxvcUIbQ1VxrApeoq8ql,eddie berman,"indie folk,new americana",single,3i0G8lTtnie5oGe4xJuicR,blood & rust,2014,239133,57,0.463,0.153,2,-14.082,1,0.0385,0.903,1.23E-5,0.152,0.254,73.506,4.0
0bJC7lSlfr5pLiEolezzpx,rooms,4Z3m4U4Qm1b8EFpcws68kh,christian wannerwall,"",single,0sGgdZ7qUOdY1eABeamQ2W,rooms,2020,133299,17,0.566,0.121,4,-19.078,1,0.0427,0.972,0.0583,0.111,0.332,154.922,3.0
0bgLNpaxu8pto3CqChtGpO,cottage,2eShhXqR0oSFXxiD8cL5Nn,elgafar,instrumental acoustic guitar,single,3fxcVxtJhxa1OoEgXk9K2U,cottage,2021,117371,25,0.73,0.0981,3,-16.306,1,0.046,0.921,0.512,0.107,0.313,109.945,4.0
